Name,RollNumber,Branch,Year,CurrentCourse,Course1,Grade1,Course2,Grade2
Aakash Bhosale,MT24191,CSE,2022,TOC,444,6,CYBER,7
Simran Bhosale,MT24192,ECE,2023,222,MOBILE,7,999,8
Varun Bhosale,PhD24193,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Bhosale,MT24194,CSD,2021,444,IOT,9,101,10
Nikhil Bhosale,MT24195,CSB,2022,MOBILE,888,10,DSA,6
Ritu Bhosale,PhD24196,CSE,2023,666,GAME,6,303,7
Siddharth Bhosale,MT24197,ECE,2020,IOT,1111,7,CN,8
Neha Bhosale,MT24198,CSAM,2021,888,OOPD,8,523,9
Kunal Bhosale,PhD24199,CSD,2022,GAME,202,9,AI,10
Shruti Bhosale,MT24200,CSB,2023,1111,OS,10,702,6
Aarav Iyer,MT24201,CSE,2020,OOPD,401,6,NLP,7
Vivaan Iyer,PhD24202,ECE,2021,202,DBMS,7,920,8
Aditya Iyer,MT24203,CSAM,2022,OS,601,8,SEC,9
Vihaan Iyer,MT24204,CSD,2023,401,ML,9,111,10
Arjun Iyer,PhD24205,CSB,2020,DBMS,815,10,COA,6
Sai Iyer,MT24206,CSE,2021,601,CV,6,333,7
Arnav Iyer,MT24207,ECE,2022,ML,1005,7,WEB,8
Ayaan Iyer,PhD24208,CSAM,2023,815,TOC,8,555,9
Krishna Iyer,MT24209,CSD,2020,CV,222,9,CLOUD,10
Ishaan Iyer,MT24210,CSB,2021,1005,ALGO,10,777,6
Shaurya Iyer,PhD24211,CSE,2022,TOC,444,6,CYBER,7
Atharv Iyer,MT24212,ECE,2023,222,MOBILE,7,999,8
Advik Iyer,MT24213,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Iyer,PhD24214,CSD,2021,444,IOT,9,101,10
Reyansh Iyer,MT24215,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Iyer,MT24216,CSE,2023,666,GAME,6,303,7
Diya Iyer,PhD24217,ECE,2020,IOT,1111,7,CN,8
Saanvi Iyer,MT24218,CSAM,2021,888,OOPD,8,523,9
Ananya Iyer,MT24219,CSD,2022,GAME,202,9,AI,10
Pari Iyer,PhD24220,CSB,2023,1111,OS,10,702,6
Navya Iyer,MT24221,CSE,2020,OOPD,401,6,NLP,7
Angel Iyer,MT24222,ECE,2021,202,DBMS,7,920,8
Ira Iyer,PhD24223,CSAM,2022,OS,601,8,SEC,9
Prisha Iyer,MT24224,CSD,2023,401,ML,9,111,10
Anaya Iyer,MT24225,CSB,2020,DBMS,815,10,COA,6
Ravi Iyer,PhD24226,CSE,2021,601,CV,6,333,7
Priya Iyer,MT24227,ECE,2022,ML,1005,7,WEB,8
Amit Iyer,MT24228,CSAM,2023,815,TOC,8,555,9
Sneha Iyer,PhD24229,CSD,2020,CV,222,9,CLOUD,10
Karan Iyer,MT24230,CSB,2021,1005,ALGO,10,777,6
Nisha Iyer,MT24231,CSE,2022,TOC,444,6,CYBER,7
Rahul Iyer,PhD24232,ECE,2023,222,MOBILE,7,999,8
Divya Iyer,MT24233,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Iyer,MT24234,CSD,2021,444,IOT,9,101,10
Rohan Iyer,PhD24235,CSB,2022,MOBILE,888,10,DSA,6
Anjali Iyer,MT24236,CSE,2023,666,GAME,6,303,7
Vikram Iyer,MT24237,ECE,2020,IOT,1111,7,CN,8
Pooja Iyer,PhD24238,CSAM,2021,888,OOPD,8,523,9
Aryan Iyer,MT24239,CSD,2022,GAME,202,9,AI,10
Kavya Iyer,MT24240,CSB,2023,1111,OS,10,702,6
Aakash Iyer,PhD24241,CSE,2020,OOPD,401,6,NLP,7
Simran Iyer,MT24242,ECE,2021,202,DBMS,7,920,8
Varun Iyer,MT24243,CSAM,2022,OS,601,8,SEC,9
Tanvi Iyer,PhD24244,CSD,2023,401,ML,9,111,10
Nikhil Iyer,MT24245,CSB,2020,DBMS,815,10,COA,6
Ritu Iyer,MT24246,CSE,2021,601,CV,6,333,7
Siddharth Iyer,PhD24247,ECE,2022,ML,1005,7,WEB,8
Neha Iyer,MT24248,CSAM,2023,815,TOC,8,555,9
Kunal Iyer,MT24249,CSD,2020,CV,222,9,CLOUD,10
Shruti Iyer,PhD24250,CSB,2021,1005,ALGO,10,777,6
Aarav Menon,MT24251,CSE,2022,TOC,444,6,CYBER,7
Vivaan Menon,MT24252,ECE,2023,222,MOBILE,7,999,8
Aditya Menon,PhD24253,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Menon,MT24254,CSD,2021,444,IOT,9,101,10
Arjun Menon,MT24255,CSB,2022,MOBILE,888,10,DSA,6
Sai Menon,PhD24256,CSE,2023,666,GAME,6,303,7
Arnav Menon,MT24257,ECE,2020,IOT,1111,7,CN,8
Ayaan Menon,MT24258,CSAM,2021,888,OOPD,8,523,9
Krishna Menon,PhD24259,CSD,2022,GAME,202,9,AI,10
Ishaan Menon,MT24260,CSB,2023,1111,OS,10,702,6
Shaurya Menon,MT24261,CSE,2020,OOPD,401,6,NLP,7
Atharv Menon,PhD24262,ECE,2021,202,DBMS,7,920,8
Advik Menon,MT24263,CSAM,2022,OS,601,8,SEC,9
Pranav Menon,MT24264,CSD,2023,401,ML,9,111,10
Reyansh Menon,PhD24265,CSB,2020,DBMS,815,10,COA,6
Aaradhya Menon,MT24266,CSE,2021,601,CV,6,333,7
Diya Menon,MT24267,ECE,2022,ML,1005,7,WEB,8
Saanvi Menon,PhD24268,CSAM,2023,815,TOC,8,555,9
Ananya Menon,MT24269,CSD,2020,CV,222,9,CLOUD,10
Pari Menon,MT24270,CSB,2021,1005,ALGO,10,777,6
Navya Menon,PhD24271,CSE,2022,TOC,444,6,CYBER,7
Angel Menon,MT24272,ECE,2023,222,MOBILE,7,999,8
Ira Menon,MT24273,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Menon,PhD24274,CSD,2021,444,IOT,9,101,10
Anaya Menon,MT24275,CSB,2022,MOBILE,888,10,DSA,6
Ravi Menon,MT24276,CSE,2023,666,GAME,6,303,7
Priya Menon,PhD24277,ECE,2020,IOT,1111,7,CN,8
Amit Menon,MT24278,CSAM,2021,888,OOPD,8,523,9
Sneha Menon,MT24279,CSD,2022,GAME,202,9,AI,10
Karan Menon,PhD24280,CSB,2023,1111,OS,10,702,6
Nisha Menon,MT24281,CSE,2020,OOPD,401,6,NLP,7
Rahul Menon,MT24282,ECE,2021,202,DBMS,7,920,8
Divya Menon,PhD24283,CSAM,2022,OS,601,8,SEC,9
Meera Menon,MT24284,CSD,2023,401,ML,9,111,10
Rohan Menon,MT24285,CSB,2020,DBMS,815,10,COA,6
Anjali Menon,PhD24286,CSE,2021,601,CV,6,333,7
Vikram Menon,MT24287,ECE,2022,ML,1005,7,WEB,8
Pooja Menon,MT24288,CSAM,2023,815,TOC,8,555,9
Aryan Menon,PhD24289,CSD,2020,CV,222,9,CLOUD,10
Kavya Menon,MT24290,CSB,2021,1005,ALGO,10,777,6
Aakash Menon,MT24291,CSE,2022,TOC,444,6,CYBER,7
Simran Menon,PhD24292,ECE,2023,222,MOBILE,7,999,8
Varun Menon,MT24293,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Menon,MT24294,CSD,2021,444,IOT,9,101,10
Nikhil Menon,PhD24295,CSB,2022,MOBILE,888,10,DSA,6
Ritu Menon,MT24296,CSE,2023,666,GAME,6,303,7
Siddharth Menon,MT24297,ECE,2020,IOT,1111,7,CN,8
Neha Menon,PhD24298,CSAM,2021,888,OOPD,8,523,9
Kunal Menon,MT24299,CSD,2022,GAME,202,9,AI,10
Shruti Menon,MT24300,CSB,2023,1111,OS,10,702,6
Aarav Pillai,2021015,CS,2020,OOPD,401,6,NLP,7
Vivaan Pillai,MT24302,ECE,2021,202,DBMS,7,920,8
Aditya Pillai,MT24303,CSAM,2022,OS,601,8,SEC,9
Vihaan Pillai,PhD24304,CSD,2023,401,ML,9,111,10
Arjun Pillai,MT24305,CSB,2020,DBMS,815,10,COA,6
Sai Pillai,MT24306,CSE,2021,601,CV,6,333,7
Arnav Pillai,PhD24307,ECE,2022,ML,1005,7,WEB,8
Ayaan Pillai,MT24308,CSAM,2023,815,TOC,8,555,9
Krishna Pillai,MT24309,CSD,2020,CV,222,9,CLOUD,10
Ishaan Pillai,PhD24310,CSB,2021,1005,ALGO,10,777,6
Shaurya Pillai,MT24311,CSE,2022,TOC,444,6,CYBER,7
Atharv Pillai,MT24312,ECE,2023,222,MOBILE,7,999,8
Advik Pillai,PhD24313,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Pillai,MT24314,CSD,2021,444,IOT,9,101,10
Reyansh Pillai,MT24315,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Pillai,PhD24316,CSE,2023,666,GAME,6,303,7
Diya Pillai,MT24317,ECE,2020,IOT,1111,7,CN,8
Saanvi Pillai,MT24318,CSAM,2021,888,OOPD,8,523,9
Ananya Pillai,PhD24319,CSD,2022,GAME,202,9,AI,10
Pari Pillai,MT24320,CSB,2023,1111,OS,10,702,6
Navya Pillai,MT24321,CSE,2020,OOPD,401,6,NLP,7
Angel Pillai,PhD24322,ECE,2021,202,DBMS,7,920,8
Ira Pillai,MT24323,CSAM,2022,OS,601,8,SEC,9
Prisha Pillai,MT24324,CSD,2023,401,ML,9,111,10
Anaya Pillai,PhD24325,CSB,2020,DBMS,815,10,COA,6
Ravi Pillai,MT24326,CSE,2021,601,CV,6,333,7
Priya Pillai,MT24327,ECE,2022,ML,1005,7,WEB,8
Amit Pillai,PhD24328,CSAM,2023,815,TOC,8,555,9
Sneha Pillai,MT24329,CSD,2020,CV,222,9,CLOUD,10
Karan Pillai,MT24330,CSB,2021,1005,ALGO,10,777,6
Nisha Pillai,PhD24331,CSE,2022,TOC,444,6,CYBER,7
Rahul Pillai,MT24332,ECE,2023,222,MOBILE,7,999,8
Divya Pillai,MT24333,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Pillai,PhD24334,CSD,2021,444,IOT,9,101,10
Rohan Pillai,MT24335,CSB,2022,MOBILE,888,10,DSA,6
Anjali Pillai,MT24336,CSE,2023,666,GAME,6,303,7
Vikram Pillai,PhD24337,ECE,2020,IOT,1111,7,CN,8
Pooja Pillai,MT24338,CSAM,2021,888,OOPD,8,523,9
Aryan Pillai,MT24339,CSD,2022,GAME,202,9,AI,10
Kavya Pillai,PhD24340,CSB,2023,1111,OS,10,702,6
Aakash Pillai,MT24341,CSE,2020,OOPD,401,6,NLP,7
Simran Pillai,MT24342,ECE,2021,202,DBMS,7,920,8
Varun Pillai,PhD24343,CSAM,2022,OS,601,8,SEC,9
Tanvi Pillai,MT24344,CSD,2023,401,ML,9,111,10
Nikhil Pillai,MT24345,CSB,2020,DBMS,815,10,COA,6
Ritu Pillai,PhD24346,CSE,2021,601,CV,6,333,7
Siddharth Pillai,MT24347,ECE,2022,ML,1005,7,WEB,8
Neha Pillai,MT24348,CSAM,2023,815,TOC,8,555,9
Kunal Pillai,PhD24349,CSD,2020,CV,222,9,CLOUD,10
Shruti Pillai,MT24350,CSB,2021,1005,ALGO,10,777,6
Aarav Das,MT24351,CSE,2022,TOC,444,6,CYBER,7
Vivaan Das,PhD24352,ECE,2023,222,MOBILE,7,999,8
Aditya Das,MT24353,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Das,MT24354,CSD,2021,444,IOT,9,101,10
Arjun Das,PhD24355,CSB,2022,MOBILE,888,10,DSA,6
Sai Das,MT24356,CSE,2023,666,GAME,6,303,7
Arnav Das,MT24357,ECE,2020,IOT,1111,7,CN,8
Ayaan Das,PhD24358,CSAM,2021,888,OOPD,8,523,9
Krishna Das,MT24359,CSD,2022,GAME,202,9,AI,10
Ishaan Das,MT24360,CSB,2023,1111,OS,10,702,6
Shaurya Das,PhD24361,CSE,2020,OOPD,401,6,NLP,7
Atharv Das,MT24362,ECE,2021,202,DBMS,7,920,8
Advik Das,MT24363,CSAM,2022,OS,601,8,SEC,9
Pranav Das,PhD24364,CSD,2023,401,ML,9,111,10
Reyansh Das,MT24365,CSB,2020,DBMS,815,10,COA,6
Aaradhya Das,MT24366,CSE,2021,601,CV,6,333,7
Diya Das,PhD24367,ECE,2022,ML,1005,7,WEB,8
Saanvi Das,MT24368,CSAM,2023,815,TOC,8,555,9
Ananya Das,MT24369,CSD,2020,CV,222,9,CLOUD,10
Pari Das,PhD24370,CSB,2021,1005,ALGO,10,777,6
Navya Das,MT24371,CSE,2022,TOC,444,6,CYBER,7
Angel Das,MT24372,ECE,2023,222,MOBILE,7,999,8
Ira Das,PhD24373,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Das,MT24374,CSD,2021,444,IOT,9,101,10
Anaya Das,MT24375,CSB,2022,MOBILE,888,10,DSA,6
Ravi Das,PhD24376,CSE,2023,666,GAME,6,303,7
Priya Das,MT24377,ECE,2020,IOT,1111,7,CN,8
Amit Das,MT24378,CSAM,2021,888,OOPD,8,523,9
Sneha Das,PhD24379,CSD,2022,GAME,202,9,AI,10
Karan Das,MT24380,CSB,2023,1111,OS,10,702,6
Nisha Das,MT24381,CSE,2020,OOPD,401,6,NLP,7
Rahul Das,PhD24382,ECE,2021,202,DBMS,7,920,8
Divya Das,MT24383,CSAM,2022,OS,601,8,SEC,9
Meera Das,MT24384,CSD,2023,401,ML,9,111,10
Rohan Das,PhD24385,CSB,2020,DBMS,815,10,COA,6
Anjali Das,MT24386,CSE,2021,601,CV,6,333,7
Vikram Das,MT24387,ECE,2022,ML,1005,7,WEB,8
Pooja Das,PhD24388,CSAM,2023,815,TOC,8,555,9
Aryan Das,MT24389,CSD,2020,CV,222,9,CLOUD,10
Kavya Das,MT24390,CSB,2021,1005,ALGO,10,777,6
Aakash Das,PhD24391,CSE,2022,TOC,444,6,CYBER,7
Simran Das,MT24392,ECE,2023,222,MOBILE,7,999,8
Varun Das,MT24393,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Das,PhD24394,CSD,2021,444,IOT,9,101,10
Nikhil Das,MT24395,CSB,2022,MOBILE,888,10,DSA,6
Ritu Das,MT24396,CSE,2023,666,GAME,6,303,7
Siddharth Das,PhD24397,ECE,2020,IOT,1111,7,CN,8
Neha Das,MT24398,CSAM,2021,888,OOPD,8,523,9
Kunal Das,MT24399,CSD,2022,GAME,202,9,AI,10
Shruti Das,PhD24400,CSB,2023,1111,OS,10,702,6
Aarav Roy,MT24401,CSE,2020,OOPD,401,6,NLP,7
Vivaan Roy,MT24402,ECE,2021,202,DBMS,7,920,8
Aditya Roy,PhD24403,CSAM,2022,OS,601,8,SEC,9
Vihaan Roy,MT24404,CSD,2023,401,ML,9,111,10
Arjun Roy,MT24405,CSB,2020,DBMS,815,10,COA,6
Sai Roy,PhD24406,CSE,2021,601,CV,6,333,7
Arnav Roy,MT24407,ECE,2022,ML,1005,7,WEB,8
Ayaan Roy,MT24408,CSAM,2023,815,TOC,8,555,9
Krishna Roy,PhD24409,CSD,2020,CV,222,9,CLOUD,10
Ishaan Roy,MT24410,CSB,2021,1005,ALGO,10,777,6
Shaurya Roy,MT24411,CSE,2022,TOC,444,6,CYBER,7
Atharv Roy,PhD24412,ECE,2023,222,MOBILE,7,999,8
Advik Roy,MT24413,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Roy,MT24414,CSD,2021,444,IOT,9,101,10
Reyansh Roy,PhD24415,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Roy,MT24416,CSE,2023,666,GAME,6,303,7
Diya Roy,MT24417,ECE,2020,IOT,1111,7,CN,8
Saanvi Roy,PhD24418,CSAM,2021,888,OOPD,8,523,9
Ananya Roy,MT24419,CSD,2022,GAME,202,9,AI,10
Pari Roy,MT24420,CSB,2023,1111,OS,10,702,6
Navya Roy,PhD24421,CSE,2020,OOPD,401,6,NLP,7
Angel Roy,MT24422,ECE,2021,202,DBMS,7,920,8
Ira Roy,MT24423,CSAM,2022,OS,601,8,SEC,9
Prisha Roy,PhD24424,CSD,2023,401,ML,9,111,10
Anaya Roy,MT24425,CSB,2020,DBMS,815,10,COA,6
Ravi Roy,MT24426,CSE,2021,601,CV,6,333,7
Priya Roy,PhD24427,ECE,2022,ML,1005,7,WEB,8
Amit Roy,MT24428,CSAM,2023,815,TOC,8,555,9
Sneha Roy,MT24429,CSD,2020,CV,222,9,CLOUD,10
Karan Roy,PhD24430,CSB,2021,1005,ALGO,10,777,6
Nisha Roy,MT24431,CSE,2022,TOC,444,6,CYBER,7
Rahul Roy,MT24432,ECE,2023,222,MOBILE,7,999,8
Divya Roy,PhD24433,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Roy,MT24434,CSD,2021,444,IOT,9,101,10
Rohan Roy,MT24435,CSB,2022,MOBILE,888,10,DSA,6
Anjali Roy,PhD24436,CSE,2023,666,GAME,6,303,7
Vikram Roy,MT24437,ECE,2020,IOT,1111,7,CN,8
Pooja Roy,MT24438,CSAM,2021,888,OOPD,8,523,9
Aryan Roy,PhD24439,CSD,2022,GAME,202,9,AI,10
Kavya Roy,MT24440,CSB,2023,1111,OS,10,702,6
Aakash Roy,MT24441,CSE,2020,OOPD,401,6,NLP,7
Simran Roy,PhD24442,ECE,2021,202,DBMS,7,920,8
Varun Roy,MT24443,CSAM,2022,OS,601,8,SEC,9
Tanvi Roy,MT24444,CSD,2023,401,ML,9,111,10
Nikhil Roy,PhD24445,CSB,2020,DBMS,815,10,COA,6
Ritu Roy,MT24446,CSE,2021,601,CV,6,333,7
Siddharth Roy,MT24447,ECE,2022,ML,1005,7,WEB,8
Neha Roy,PhD24448,CSAM,2023,815,TOC,8,555,9
Kunal Roy,MT24449,CSD,2020,CV,222,9,CLOUD,10
Shruti Roy,MT24450,CSB,2021,1005,ALGO,10,777,6
Aarav Ghosh,2021016,CS,2022,TOC,444,6,CYBER,7
Vivaan Ghosh,MT24452,ECE,2023,222,MOBILE,7,999,8
Aditya Ghosh,MT24453,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Ghosh,PhD24454,CSD,2021,444,IOT,9,101,10
Arjun Ghosh,MT24455,CSB,2022,MOBILE,888,10,DSA,6
Sai Ghosh,MT24456,CSE,2023,666,GAME,6,303,7
Arnav Ghosh,PhD24457,ECE,2020,IOT,1111,7,CN,8
Ayaan Ghosh,MT24458,CSAM,2021,888,OOPD,8,523,9
Krishna Ghosh,MT24459,CSD,2022,GAME,202,9,AI,10
Ishaan Ghosh,PhD24460,CSB,2023,1111,OS,10,702,6
Shaurya Ghosh,MT24461,CSE,2020,OOPD,401,6,NLP,7
Atharv Ghosh,MT24462,ECE,2021,202,DBMS,7,920,8
Advik Ghosh,PhD24463,CSAM,2022,OS,601,8,SEC,9
Pranav Ghosh,MT24464,CSD,2023,401,ML,9,111,10
Reyansh Ghosh,MT24465,CSB,2020,DBMS,815,10,COA,6
Aaradhya Ghosh,PhD24466,CSE,2021,601,CV,6,333,7
Diya Ghosh,MT24467,ECE,2022,ML,1005,7,WEB,8
Saanvi Ghosh,MT24468,CSAM,2023,815,TOC,8,555,9
Ananya Ghosh,PhD24469,CSD,2020,CV,222,9,CLOUD,10
Pari Ghosh,MT24470,CSB,2021,1005,ALGO,10,777,6
Navya Ghosh,MT24471,CSE,2022,TOC,444,6,CYBER,7
Angel Ghosh,PhD24472,ECE,2023,222,MOBILE,7,999,8
Ira Ghosh,MT24473,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Ghosh,MT24474,CSD,2021,444,IOT,9,101,10
Anaya Ghosh,PhD24475,CSB,2022,MOBILE,888,10,DSA,6
Ravi Ghosh,MT24476,CSE,2023,666,GAME,6,303,7
Priya Ghosh,MT24477,ECE,2020,IOT,1111,7,CN,8
Amit Ghosh,PhD24478,CSAM,2021,888,OOPD,8,523,9
Sneha Ghosh,MT24479,CSD,2022,GAME,202,9,AI,10
Karan Ghosh,MT24480,CSB,2023,1111,OS,10,702,6
Nisha Ghosh,PhD24481,CSE,2020,OOPD,401,6,NLP,7
Rahul Ghosh,MT24482,ECE,2021,202,DBMS,7,920,8
Divya Ghosh,MT24483,CSAM,2022,OS,601,8,SEC,9
Meera Ghosh,PhD24484,CSD,2023,401,ML,9,111,10
Rohan Ghosh,MT24485,CSB,2020,DBMS,815,10,COA,6
Anjali Ghosh,MT24486,CSE,2021,601,CV,6,333,7
Vikram Ghosh,PhD24487,ECE,2022,ML,1005,7,WEB,8
Pooja Ghosh,MT24488,CSAM,2023,815,TOC,8,555,9
Aryan Ghosh,MT24489,CSD,2020,CV,222,9,CLOUD,10
Kavya Ghosh,PhD24490,CSB,2021,1005,ALGO,10,777,6
Aakash Ghosh,MT24491,CSE,2022,TOC,444,6,CYBER,7
Simran Ghosh,MT24492,ECE,2023,222,MOBILE,7,999,8
Varun Ghosh,PhD24493,CSAM,2020,ALGO,666,8,ROBOTICS,9
Tanvi Ghosh,MT24494,CSD,2021,444,IOT,9,101,10
Nikhil Ghosh,MT24495,CSB,2022,MOBILE,888,10,DSA,6
Ritu Ghosh,PhD24496,CSE,2023,666,GAME,6,303,7
Siddharth Ghosh,MT24497,ECE,2020,IOT,1111,7,CN,8
Neha Ghosh,MT24498,CSAM,2021,888,OOPD,8,523,9
Kunal Ghosh,PhD24499,CSD,2022,GAME,202,9,AI,10
Shruti Ghosh,MT24500,CSB,2023,1111,OS,10,702,6
Aarav Mukherjee,MT24501,CSE,2020,OOPD,401,6,NLP,7
Vivaan Mukherjee,PhD24502,ECE,2021,202,DBMS,7,920,8
Aditya Mukherjee,MT24503,CSAM,2022,OS,601,8,SEC,9
Vihaan Mukherjee,MT24504,CSD,2023,401,ML,9,111,10
Arjun Mukherjee,PhD24505,CSB,2020,DBMS,815,10,COA,6
Sai Mukherjee,MT24506,CSE,2021,601,CV,6,333,7
Arnav Mukherjee,MT24507,ECE,2022,ML,1005,7,WEB,8
Ayaan Mukherjee,PhD24508,CSAM,2023,815,TOC,8,555,9
Krishna Mukherjee,MT24509,CSD,2020,CV,222,9,CLOUD,10
Ishaan Mukherjee,MT24510,CSB,2021,1005,ALGO,10,777,6
Shaurya Mukherjee,PhD24511,CSE,2022,TOC,444,6,CYBER,7
Atharv Mukherjee,MT24512,ECE,2023,222,MOBILE,7,999,8
Advik Mukherjee,MT24513,CSAM,2020,ALGO,666,8,ROBOTICS,9
Pranav Mukherjee,PhD24514,CSD,2021,444,IOT,9,101,10
Reyansh Mukherjee,MT24515,CSB,2022,MOBILE,888,10,DSA,6
Aaradhya Mukherjee,MT24516,CSE,2023,666,GAME,6,303,7
Diya Mukherjee,PhD24517,ECE,2020,IOT,1111,7,CN,8
Saanvi Mukherjee,MT24518,CSAM,2021,888,OOPD,8,523,9
Ananya Mukherjee,MT24519,CSD,2022,GAME,202,9,AI,10
Pari Mukherjee,PhD24520,CSB,2023,1111,OS,10,702,6
Navya Mukherjee,MT24521,CSE,2020,OOPD,401,6,NLP,7
Angel Mukherjee,MT24522,ECE,2021,202,DBMS,7,920,8
Ira Mukherjee,PhD24523,CSAM,2022,OS,601,8,SEC,9
Prisha Mukherjee,MT24524,CSD,2023,401,ML,9,111,10
Anaya Mukherjee,MT24525,CSB,2020,DBMS,815,10,COA,6
Ravi Mukherjee,PhD24526,CSE,2021,601,CV,6,333,7
Priya Mukherjee,MT24527,ECE,2022,ML,1005,7,WEB,8
Amit Mukherjee,MT24528,CSAM,2023,815,TOC,8,555,9
Sneha Mukherjee,PhD24529,CSD,2020,CV,222,9,CLOUD,10
Karan Mukherjee,MT24530,CSB,2021,1005,ALGO,10,777,6
Nisha Mukherjee,MT24531,CSE,2022,TOC,444,6,CYBER,7
Rahul Mukherjee,PhD24532,ECE,2023,222,MOBILE,7,999,8
Divya Mukherjee,MT24533,CSAM,2020,ALGO,666,8,ROBOTICS,9
Meera Mukherjee,MT24534,CSD,2021,444,IOT,9,101,10
Rohan Mukherjee,PhD24535,CSB,2022,MOBILE,888,10,DSA,6
Anjali Mukherjee,MT24536,CSE,2023,666,GAME,6,303,7
Vikram Mukherjee,MT24537,ECE,2020,IOT,1111,7,CN,8
Pooja Mukherjee,PhD24538,CSAM,2021,888,OOPD,8,523,9
Aryan Mukherjee,MT24539,CSD,2022,GAME,202,9,AI,10
Kavya Mukherjee,MT24540,CSB,2023,1111,OS,10,702,6
Aakash Mukherjee,PhD24541,CSE,2020,OOPD,401,6,NLP,7
Simran Mukherjee,MT24542,ECE,2021,202,DBMS,7,920,8
Varun Mukherjee,MT24543,CSAM,2022,OS,601,8,SEC,9
Tanvi Mukherjee,PhD24544,CSD,2023,401,ML,9,111,10
Nikhil Mukherjee,MT24545,CSB,2020,DBMS,815,10,COA,6
Ritu Mukherjee,MT24546,CSE,2021,601,CV,6,333,7
Siddharth Mukherjee,PhD24547,ECE,2022,ML,1005,7,WEB,8
Neha Mukherjee,MT24548,CSAM,2023,815,TOC,8,555,9
Kunal Mukherjee,MT24549,CSD,2020,CV,222,9,CLOUD,10
Shruti Mukherjee,PhD24550,CSB,2021,1005,ALGO,10,777,6
Aarav Chatterjee,MT24551,CSE,2022,TOC,444,6,CYBER,7
Vivaan Chatterjee,MT24552,ECE,2023,222,MOBILE,7,999,8
Aditya Chatterjee,PhD24553,CSAM,2020,ALGO,666,8,ROBOTICS,9
Vihaan Chatterjee,MT24554,CSD,2021,444,IOT,9,101,10
Arjun Chatterjee,MT24555,CSB,2022,MOBILE,888,10,DSA,6
Sai Chatterjee,PhD24556,CSE,2023,666,GAME,6,303,7
Arnav Chatterjee,MT24557,ECE,2020,IOT,1111,7,CN,8
Ayaan Chatterjee,MT24558,CSAM,2021,888,OOPD,8,523,9
Krishna Chatterjee,PhD24559,CSD,2022,GAME,202,9,AI,10
Ishaan Chatterjee,MT24560,CSB,2023,1111,OS,10,702,6
Shaurya Chatterjee,MT24561,CSE,2020,OOPD,401,6,NLP,7
Atharv Chatterjee,PhD24562,ECE,2021,202,DBMS,7,920,8
Advik Chatterjee,MT24563,CSAM,2022,OS,601,8,SEC,9
Pranav Chatterjee,MT24564,CSD,2023,401,ML,9,111,10
Reyansh Chatterjee,PhD24565,CSB,2020,DBMS,815,10,COA,6
Aaradhya Chatterjee,MT24566,CSE,2021,601,CV,6,333,7
Diya Chatterjee,MT24567,ECE,2022,ML,1005,7,WEB,8
Saanvi Chatterjee,PhD24568,CSAM,2023,815,TOC,8,555,9
Ananya Chatterjee,MT24569,CSD,2020,CV,222,9,CLOUD,10
Pari Chatterjee,MT24570,CSB,2021,1005,ALGO,10,777,6
Navya Chatterjee,PhD24571,CSE,2022,TOC,444,6,CYBER,7
Angel Chatterjee,MT24572,ECE,2023,222,MOBILE,7,999,8
Ira Chatterjee,MT24573,CSAM,2020,ALGO,666,8,ROBOTICS,9
Prisha Chatterjee,PhD24574,CSD,2021,444,IOT,9,101,10
Anaya Chatterjee,MT24575,CSB,2022,MOBILE,888,10,DSA,6
Ravi Chatterjee,MT24576,CSE,2023,666,GAME,6,303,7
Priya Chatterjee,PhD24577,ECE,2020,IOT,1111,7,CN,8
Amit Chatterjee,MT24578,CSAM,2021,888,OOPD,8,523,9
Sneha Chatterjee,MT24579,CSD,2022,GAME,202,9,AI,10
Karan Chatterjee,PhD24580,CSB,2023,1111,OS,10,702,6
Nisha Chatterjee,MT24581,CSE,2020,OOPD,401,6,NLP,7
Rahul Chatterjee,MT24582,ECE,2021,202,DBMS,7,920,8
Divya Chatterjee,PhD24583,CSAM,2022,OS,601,8,SEC,9
Meera Chatterjee,MT24584,CSD,2023,401,ML,9,111,10
Rohan Chatterjee,MT24585,CSB,2020,DBMS,815,10,COA,6
Anjali Chatterjee,PhD24586,CSE,2021,601,CV,6,333,7
Vikram Chatterjee,MT24587,ECE,2022,ML,1005,7,WEB,8
